EndJuvtoFI Thermal Time (DD),Fertile Tiller Number,Evapotranspiration (mm),Yield (t/ha)
131.1046771,3.334086462,354.8375708,1.847776563
130.2749684,1.445327325,347.7486491,1.8963259
147.8881147,3.86690212,382.3411887,1.544021718
133.9450651,3.647087257,393.2356604,1.602449549
132.7555301,3.020407044,364.4881843,1.758055502
131.3720116,0.905096868,341.8529814,1.903042567
133.1091891,0.607166842,370.0140822,1.73180406
130.7675265,3.061729565,371.3164467,1.763383762
133.8763432,1.893124658,351.3774029,1.843706645
131.1916698,2.854874082,358.5206996,1.845517413
142.2092375,3.913988992,367.7132425,1.700188519
130.0254109,3.562162217,370.952762,1.757596753
136.2901305,3.847902669,374.9756326,1.691935412
134.1259469,1.367319008,396.6508424,1.613116004
133.3529707,0.630460818,394.0307041,1.601282653
130.1726733,3.099970605,389.8602512,1.673229924
132.8716283,3.281255076,390.7082307,1.682070686
137.0913904,2.308491712,361.5988531,1.769629055
131.290344,2.306653838,390.3796425,1.685399571
132.8985677,0.794600062,390.1599154,1.684345648
134.2867359,2.004528384,395.6808631,1.613057699
132.4267085,3.257087686,362.7676023,1.758229376
131.2301975,1.421205675,376.0170941,1.730837172
138.3752552,3.054286658,362.8049547,1.724948425
132.8551759,3.546290437,339.9715327,1.907332928
138.0811549,3.140129647,405.2812288,1.512886872
130.817183,1.44882575,374.0706902,1.762627198
130.6983644,3.253635689,392.1115516,1.672155889
132.5816355,0.032567483,394.0531511,1.695390509
134.0766055,3.214956507,307.8060798,1.99582797
132.9102752,3.710030738,390.5680818,1.682771498
130.8938104,1.565768016,357.1618464,1.793060466
132.4007593,2.730935287,392.7577529,1.683481789
137.2887007,1.62073882,397.4353354,1.621042293
132.5015282,1.161070208,392.6475129,1.682193521
138.1195005,3.654085751,396.8231216,1.620157075
130.3010198,3.221743898,394.1431507,1.68579825
130.6784467,3.217925681,397.353251,1.591807213
130.208615,1.663767254,390.565493,1.685973923
130.2284807,1.713808409,319.6134715,1.977243544
131.008097,3.668844776,391.4449773,1.672037725
132.3069834,2.938030811,390.1996165,1.671093333
134.8837488,3.876346182,392.3451522,1.60016554
139.2183344,3.525259187,391.250526,1.619325874
139.4439593,3.451250271,369.6858809,1.701723404
130.7731417,2.038422801,395.3307528,1.613325214
135.1945693,1.282593501,391.5637675,1.612531957
131.2127569,2.415033136,361.1239162,1.792793172
130.0969277,3.990075529,368.7940188,1.792430911
140.6988522,1.009220704,398.7630605,1.647071397
136.7035903,3.148698919,389.5631717,1.610902047
136.6827142,1.576898302,375.2247866,1.692143875
132.870352,1.245942137,350.530401,1.846894388
131.1083969,3.064479569,393.8299478,1.684417879
133.2973196,1.333507203,371.9222367,1.731027572
131.2799784,3.284753681,358.5394393,1.84524154
130.9759704,2.64810247,390.8175402,1.672062138
130.3170738,1.132351104,359.4573521,1.847837911
133.8763432,1.616381756,351.9524871,1.843729225
133.0944226,1.692979066,360.9067206,1.843666742
134.4781357,3.514799573,393.1854167,1.589406908
148.4949627,1.124206991,358.8913555,1.669056875
136.4548592,3.440268008,365.2210735,1.723587912
134.3558796,3.088829921,363.8371167,1.729311771
132.2450215,3.135813254,390.2430253,1.703029801
131.1450178,0.101019629,329.2861276,1.941906122
130.3082457,1.003845035,389.1126079,1.673265886
146.9442203,3.798673043,361.4330537,1.673383102
132.1846267,0.933639572,374.9500267,1.730681244
130.832251,1.795393356,390.8055558,1.685714159
130.5685793,2.726649541,390.7377254,1.672225907
130.6210722,0.615270268,340.8299152,1.896575276
137.3506762,3.818046832,397.1001986,1.63979432
133.8763432,0.202987905,361.8693155,1.756888036
134.3908512,2.679084202,394.0324504,1.613067332
134.8506442,3.692459724,368.9363976,1.727517903
136.2596885,3.179258212,392.8030256,1.597837411
130.8407191,0.743973054,389.023666,1.672129975
136.5828245,1.572791563,339.5621897,1.861151137
131.7363905,2.015785181,364.0900139,1.759022828
132.1230022,1.946207964,390.6482346,1.683987354
132.4550421,1.33546622,391.6990859,1.682435835
142.3619831,3.843138267,367.6771016,1.701134512
130.7731489,3.536532045,360.356869,1.800982269
130.817183,1.72331756,361.4688852,1.793178123
132.547781,3.932142241,395.7546335,1.5927612
132.4871596,0.858055953,350.235097,1.894787728
131.1916698,1.307197117,391.8783933,1.671905333
132.7499126,2.082144097,392.0227237,1.683176242
133.3632751,2.392115642,359.8388299,1.843739653
131.1209284,2.977209664,345.5409028,1.901120433
131.998464,3.529854894,394.2674205,1.606254225
131.8004704,3.069747198,396.3166814,1.605806177
130.3731256,0.986202656,390.2457578,1.673140127
132.2954208,0.760994139,330.6670617,1.941308766
131.008416,3.044208784,388.2867417,1.672876591
134.6482145,1.492983269,305.1127464,1.998430428
131.0137875,3.245662489,337.394433,1.938653131
130.0121049,3.670707693,347.4578577,1.896839642
131.1697024,3.264343719,361.420633,1.792801237
132.7531147,3.630782726,365.9695044,1.757496691
143.0272636,3.809794166,373.0384631,1.632092299
135.4170708,1.264978835,397.161531,1.609362861
131.9531479,1.171308602,403.8277992,1.584728122
130.674163,2.596721707,392.5038872,1.685670837
130.0136265,2.142184493,365.0840564,1.793287415
136.0330828,2.50882083,377.8687784,1.691011542
131.1046771,3.337173761,290.8461257,2.106667789
137.2501463,3.838327656,391.4239363,1.609353153
134.9200209,1.199958884,396.5058608,1.617690342
130.0346631,1.783319984,391.5508705,1.685984728
132.9459382,1.37728683,393.3009637,1.695048866
130.817183,1.416523594,366.357006,1.792624483
132.7464661,2.909896036,390.1524608,1.683132216
131.7793992,1.997712236,364.9526714,1.800649846
132.8326142,1.299099439,342.9519438,1.899420863
132.3731718,1.962326785,390.6027068,1.682823495
130.8591094,3.530591261,393.5506826,1.672037165
131.1738266,1.164384772,388.222129,1.672007799
139.2793079,0.866567095,397.6647514,1.535604104
131.2127569,2.168337083,392.5788052,1.68440042
130.351229,1.177907028,390.4126948,1.689275913
132.5411696,1.076052635,304.525168,1.990497331
141.0276347,3.763508223,377.6912923,1.636543063
140.1483442,1.926747225,363.4449123,1.694915595
132.5015282,1.944474655,393.9983262,1.683154541
130.4067093,3.327018223,362.7210894,1.793475698
132.7464661,3.033788688,376.8623357,1.72916014
132.6884797,1.162422238,394.9318938,1.695062248
130.034337,0.57078848,375.7812289,1.762419829
134.6395304,3.173964444,347.57438,1.844802859
132.4383236,1.579797895,394.0985476,1.68321646
130.68799,2.588576833,392.2338958,1.672157977
133.2098921,1.328706426,397.2584907,1.613672155
131.283589,2.911391512,389.700293,1.671952068
130.1892113,0.663645172,344.0176684,1.901829893
134.6052388,1.224922785,393.5158329,1.58764057
132.2899857,0.805964645,392.3123286,1.682539059
134.4040345,1.752992254,367.4448086,1.727884
137.330666,2.444485306,397.88497,1.620986018
130.6115227,1.844519657,376.43559,1.731176505
130.0826006,3.645035701,347.8950343,1.896588211
130.0370215,3.114583358,391.5433975,1.672423233
133.1403766,1.367319008,402.7919253,1.584267345
130.240221,1.181118915,390.4633583,1.685970082
141.7848187,1.024385655,395.7850477,1.635847134
139.3485765,3.522031043,383.7133049,1.635881292
132.1179346,1.826351515,351.4167011,1.846407741
131.7218017,3.919808424,389.2696525,1.671709304
130.7579125,0.685228383,339.6854597,1.896715413
130.566279,3.587887587,370.2422893,1.757298881
132.4596398,0.390288304,364.3300373,1.757496323
130.6695079,3.214885873,353.1636466,1.893394073
132.5050886,1.197935284,368.6750227,1.763474197
132.9346291,1.33885004,389.2299691,1.687172097
136.1724748,3.987778919,391.8918654,1.611155427
136.2016909,1.501118426,394.5288381,1.609913033
132.899133,3.123713195,392.447011,1.618799452
130.2103876,1.558074873,393.5240198,1.685877753
130.9091956,2.20926288,373.7110891,1.762734771
131.3839352,1.30545974,389.0363757,1.671927782
132.6542526,3.998212505,349.6784672,1.845813821
130.7086522,0.955536945,348.0279314,1.895118487
139.487105,1.492983269,391.1866203,1.619036785
130.7376209,3.538527929,391.5880228,1.685712476
133.1463466,1.848382073,361.8339826,1.757266084
130.9820911,1.359009117,401.6170606,1.57724681
130.9941086,0.143919058,354.0436782,1.848785048
130.5833651,1.661986563,355.1313609,1.899159957
131.2715816,3.135784274,390.0577706,1.67376213
130.367316,3.337173761,349.175733,1.895425177
130.8333532,3.040953585,335.277398,1.937103922
132.3015833,1.410565634,356.4645346,1.843333428
138.4350728,2.480770363,357.9744465,1.771608855
131.3780403,3.44671314,391.0338619,1.685260596
130.0831917,1.171670094,390.5753076,1.673303464
140.346101,0.959400972,366.829165,1.694596284
132.8698669,3.278683719,393.994701,1.695018608
135.5674392,1.783319984,378.4046983,1.694770126
133.4248363,1.587667519,396.3475159,1.613576297
136.008223,3.13791816,382.5473951,1.688946567
134.6220184,0.751396088,393.2631517,1.600347065
130.4192796,3.311022965,337.3734339,1.938589593
130.1970939,3.265800096,350.0258712,1.895479427
133.3765387,3.047856384,361.976588,1.756883695
130.0855926,3.493648875,391.8382208,1.685966543
135.4019535,1.207583584,366.2200865,1.728799921
144.1454737,3.773507579,362.676853,1.729831282
132.2954208,0.961805328,357.2422826,1.844708031
131.1046771,2.929172288,398.4569443,1.609738173
132.5015282,1.203206226,391.0005305,1.683523277
134.53546,1.19019564,393.923039,1.615836723
132.300569,2.075699643,299.9235111,2.035060559
132.7555301,3.015091718,368.5337764,1.756200014
132.4527113,2.630251728,372.912967,1.731159973
132.5411696,0.98979973,351.4428629,1.845261481
134.0829207,3.21600043,396.4382523,1.615413395
134.3523192,2.447492185,392.4400434,1.613159509
133.9984979,1.241804338,396.4421453,1.613208987
133.323538,1.962546108,359.0159392,1.758002522
130.213844,1.118306816,392.0177847,1.672353071
133.8763432,2.259251028,359.0729022,1.850251398
134.2734524,1.671566479,358.1849896,1.753556996
141.9079493,3.896693041,391.0961087,1.6376305
130.698073,3.665716999,333.7109649,1.940054296
133.5167551,3.593149119,331.2491323,1.941242035
140.3809997,3.411031833,381.6447512,1.635706547
138.1933635,3.265815183,372.0476531,1.693250698
130.4173862,1.421205675,392.8471444,1.672260005
132.2608427,3.784637077,394.2117002,1.683417587
135.2526786,0.76919549,391.7351693,1.612455729
133.4691868,1.33411419,391.8063869,1.613709894
132.6310603,3.023761307,361.8010005,1.758219109
139.180242,3.807633986,379.2595316,1.701863802
131.4815448,1.017591226,381.0854569,1.735275173
135.9902551,1.489759264,394.5774183,1.610023687
132.9734479,3.038536887,336.4921749,1.908853817
131.1046771,1.514787999,388.2744917,1.672032867
131.4972312,1.305535299,396.5299198,1.683287733
132.5783775,1.171308602,340.9985419,1.904397883
130.3522531,1.550103759,391.3586154,1.685923843
131.3623916,0.515517061,392.6118343,1.684323295
132.2403437,3.001229429,363.5403346,1.758270617
141.1283986,2.290441611,354.1910941,1.771552359
135.5390016,2.48300523,360.7927989,1.729051196
130.7069315,1.489759264,393.7574326,1.685509412
141.8169317,1.118289274,381.814348,1.629888247
137.3296821,0.866567095,344.8418468,1.854255438
132.5949478,3.148698919,351.1194166,1.84529137
132.3936376,2.952480043,390.7791996,1.683456522
130.2192393,1.559865344,388.5439057,1.673320421
132.2383228,3.853093043,349.185781,1.847057868
130.817183,1.450902341,355.4686393,1.848464082
133.0800336,1.367319008,346.6911716,1.898595077
131.1240452,1.059429821,399.4006954,1.609304035
133.0045328,0.733230265,391.8010956,1.682899958
133.2886418,1.962546108,393.3723235,1.613766207
130.5212843,0.515517061,348.1721201,1.895606389
137.4259601,2.49660754,377.0260385,1.690938052
131.3478813,1.225210218,351.4495605,1.892379929
132.5085697,3.653630571,392.9505648,1.682124615
134.024251,3.214956507,397.7589368,1.613128398
131.0206019,1.273191924,356.6841058,1.84680459
132.5015282,1.153477757,358.7622987,1.843685835
139.3485765,2.588043468,362.1160157,1.771291488
131.6938015,3.816956151,348.2617775,1.896592727
131.1046771,1.483725318,353.2260431,1.848825325
132.9934519,1.714928253,392.9520858,1.58835753
130.8292278,0.895229784,348.5632864,1.896630604
130.2749684,1.126580171,390.3433341,1.673196797
136.7413579,2.373254911,395.9326675,1.609618247
130.7760556,3.74218249,312.6973162,1.980917072
134.0245991,3.435915189,334.5030928,1.914550236
132.7511335,1.783319984,368.8571193,1.765255897
137.2856156,0.854949359,363.6671006,1.724152332
136.3347631,1.572197581,393.5641493,1.597811386
130.8372816,3.302948244,390.3921311,1.685748374
132.5015282,0.982055286,363.4225827,1.757861256
156.3240685,0.818032105,399.6792658,1.24996663
132.2899857,0.52821876,348.3858344,1.895081319
132.3456323,0.874566444,386.2257015,1.703986676
132.9898183,1.927724163,359.2080325,1.798725558
130.6546017,1.024926051,387.8959825,1.733830065
130.8546385,2.945906492,390.6599245,1.685710637
140.362898,1.02428951,369.6281565,1.692141187
132.8171585,1.383285997,395.7502364,1.694644175
132.3646827,1.469992443,390.0242061,1.673394802
134.8784907,1.367319008,377.9868092,1.70253065
130.0430091,1.807578928,390.0945171,1.68601298
131.6410909,3.79151629,393.2396455,1.686978333
132.4815279,0.143919058,361.3258749,1.798861813
145.2986192,3.230090236,369.3496681,1.631395892
133.2531736,3.107241664,377.6654518,1.72828864
143.583591,1.213925954,396.4186914,1.52417358
131.1053492,1.173656129,359.6527595,1.793080091
131.384331,3.099970605,345.0149893,1.900901715
131.1139489,2.945906492,390.7120352,1.67200656
134.8102505,3.01325126,393.0812668,1.600178772
132.3013659,3.764652176,392.0027994,1.682581271
133.8907322,2.308491712,393.6436307,1.613397114
133.3182717,1.350737004,391.9923238,1.613790643
142.7830685,3.693186822,391.06858,1.503162436
140.362898,0.923880636,366.490967,1.694626349
134.3452111,0.892358956,380.3079029,1.694495145
132.3500661,1.815842784,324.5274847,1.944249569
130.7669978,3.645035701,348.8476375,1.896695238
133.6744112,3.002828244,390.789567,1.613622415
131.2588226,1.281979026,392.2475584,1.671792078
130.7850068,1.957972099,400.2192454,1.609334508
130.7278419,3.578611771,346.1769791,1.897655352
136.4366633,3.99308269,361.7130134,1.770938133
130.830212,3.349991504,396.3561457,1.684291395
134.882396,3.402778191,393.6981983,1.612662325
132.7464661,3.133911558,394.5794408,1.695064652
130.1911561,1.247552323,390.198888,1.673262066
131.1916698,1.243003422,376.7190652,1.730634935
133.8575094,2.145364481,361.3339536,1.808657719
130.7941244,1.556330676,389.8320417,1.672145035
132.300569,2.047341142,361.0263021,1.792415645
130.9053347,2.794296108,358.4399309,1.846401669
133.264005,1.032669343,337.8017904,1.9051792
132.5411696,3.990385585,341.4349516,1.90150435
132.5015282,1.128040403,350.7144643,1.845755468
130.4376971,1.714031263,391.0205051,1.672274391
130.8178616,1.508243065,370.3974469,1.75672051
142.1131487,0.605176096,355.9488818,1.735581994
131.0672217,1.196381694,390.3847502,1.672031016
131.1916698,1.907683144,350.7134962,1.893163136
134.6980414,3.357871799,392.2054217,1.612951678
130.2006494,1.292106989,402.1826895,1.579661936
139.3443686,3.79102835,392.5066581,1.619045899
132.128495,2.94145029,342.7279922,1.901627975
143.3857469,3.668844776,343.83776,1.792356965
134.9140869,3.144329898,311.4754055,1.961863287
136.7115011,3.448550979,360.9660335,1.723825747
131.1145517,3.153352863,390.6222848,1.672007817
130.0440849,1.254303643,391.1018258,1.685993649
130.920711,1.029446537,390.8570806,1.672084259
131.4963332,1.337382319,388.24465,1.671888321
132.2899857,0.8908636,358.0508841,1.844369149
130.3412095,1.614484427,349.6959021,1.895272394
132.8564703,3.144329898,392.9533371,1.695209494
145.1453405,1.946207964,382.6148023,1.636652107
130.8098629,0.60429807,368.0622728,1.758571172
130.128754,1.489759264,373.93568,1.756284622
134.9015933,1.367319008,402.6955849,1.503164017
131.1916698,1.604976786,347.9440677,1.898179717
134.7335752,1.737734559,395.1675164,1.59931592
142.0655214,1.004944106,395.3190324,1.515344503
136.2161728,3.138980712,361.3963095,1.723984867
134.8686815,3.144329898,385.123922,1.691655234
130.0233805,1.489759264,352.0930993,1.894982693
131.0098448,3.604892092,357.4259275,1.792808034
130.7307169,2.59157032,373.9362637,1.762823209
130.0409049,3.383367488,389.3872774,1.673332032
142.6427097,3.451229435,361.7392113,1.687795804
133.6421204,1.250848154,354.7945984,1.844048706
130.7446138,1.380642905,370.6168314,1.756084601
136.7216331,3.16090952,396.3554983,1.611588439
133.5504037,2.894092427,394.7129587,1.601233039
132.4017746,0.866178954,354.2714791,1.84443699
132.9194701,0.615033435,391.9243745,1.618806912
136.9517673,0.990110092,394.5021131,1.609509532
130.1571161,2.039947388,348.5335286,1.896813129
132.4596398,0.453172496,395.0165561,1.695402087
134.1799078,3.366221836,377.0814566,1.724950107
130.7976545,3.671370572,363.5627179,1.801131037
134.7759615,0.857663792,337.7678345,1.910387323
133.1884033,1.209066121,404.4459716,1.583801808
132.2526009,3.319561153,390.3351144,1.683006884
132.5015282,0.567842874,395.8112904,1.700112163
130.3412095,1.569292091,349.0215768,1.895540976
132.8599932,1.162422238,357.8793349,1.843738422
137.1056964,0.607166842,369.9677297,1.694023274
131.1481117,3.055539245,339.7883001,1.903693617
130.9063758,3.198511556,361.4968206,1.793079735
132.310377,3.206619055,391.9581035,1.683603679
132.4383236,1.015569679,345.3018019,1.899176899
130.211115,1.799668957,325.7272965,1.974211249
145.2587844,3.79151629,395.6552502,1.41903135
147.8881147,3.873493002,360.3487213,1.671656087
140.8832571,1.406414655,370.5071274,1.69153798
133.5308424,1.584624123,367.0087011,1.732431707
132.7555301,3.317597675,358.8924905,1.843703218
130.0103127,3.495708558,347.1276259,1.899786301
130.0906886,3.142206365,401.6531315,1.605756995
133.5167551,3.042201066,361.2475826,1.75685746
133.4536843,1.33411419,344.8793839,1.898750738
134.6550548,0.668283404,348.9666022,1.845496828
134.2443397,1.917871224,353.2226163,1.841886644
130.6270256,3.382753899,391.6521493,1.685791773
133.2794461,2.420017359,394.8493119,1.613722193
145.7322451,3.809090902,371.4630107,1.628343889
131.0656109,1.783319984,364.8275883,1.79276323
130.1689584,1.164384772,373.3009661,1.75660365
135.5090049,1.09769172,392.4888793,1.610806184
132.097677,3.29512152,376.9986182,1.729893582
131.1018021,3.183816104,390.2319217,1.685561344
132.6053558,3.261331981,392.9468457,1.683202278
130.7760556,3.810204503,389.9992429,1.733008401
135.7261515,1.490813977,349.9480427,1.84279088
140.4530769,3.840915007,372.5151815,1.703314925
132.768087,1.823398172,394.7413582,1.694974521
134.6301328,1.673189103,392.1149642,1.616254041
137.551986,0.875177439,348.5331297,1.816353442
144.8403803,1.500059999,395.9299707,1.52259658
132.4107118,1.164512999,389.7799069,1.671039886
136.7511567,1.531993929,390.45111,1.610807617
132.8483846,2.803126326,361.5717937,1.757957798
132.2825787,3.070047215,348.2996923,1.895130428
130.4433285,1.43660904,392.8732883,1.685815596
131.1916698,1.619012435,362.0701026,1.792686386
136.0330828,3.517997673,373.6739964,1.693474304
132.4995999,1.6814333,330.8023918,1.941242532
136.1394034,3.334773574,398.4640921,1.60993721
130.353356,3.215929797,349.5169801,1.895317833
130.7278419,2.753217773,394.0891286,1.684605666
132.4967109,3.978938853,392.0711851,1.682310783
130.0798257,1.253245019,337.4144313,1.934311555
132.7141091,3.616380493,349.4766524,1.894660774
132.0973115,1.783319984,390.8384561,1.67122853
130.9205945,1.45231403,390.7608701,1.685650566
140.362898,1.671377339,392.3839348,1.617471189
130.1906345,1.687697504,332.3019592,1.972857539
133.2044208,3.37230052,393.5691916,1.590077473
130.817183,0.87361192,370.9517208,1.756314702
130.1738933,1.172574423,323.4319158,1.975081244
130.2237514,2.91782484,358.8583607,1.84865646
130.7760556,2.527677132,393.3220663,1.68550114
131.1046771,2.961769147,348.2869819,1.893583369
134.0766055,3.328733972,393.0858946,1.613304562
138.2235504,3.105994183,361.1766908,1.77099847
132.9184496,3.153352863,392.1068231,1.618799241
132.1210744,1.193366825,395.296053,1.683409131
131.1450178,0.122665936,393.6830083,1.684403426
131.1369076,3.98693624,345.59533,1.90109318
130.0563529,1.312704655,394.0858425,1.685892202
132.3640025,2.082144097,392.9728181,1.683492153
131.543891,1.683530241,369.247746,1.757529173
135.4170708,1.309134023,366.9953881,1.728167113
132.8632862,0.143919058,371.7069625,1.731195627
138.8694814,3.686732401,391.6536127,1.61966503
134.4606051,1.367319008,393.85283,1.600520637
130.946608,1.225210218,358.711772,1.793283508
134.0766055,3.189745183,359.9812379,1.754584271
133.0944226,1.412220431,330.7864657,1.940574427
133.9506125,1.589012219,321.832631,1.945216101
130.1561355,3.066110084,364.8440321,1.793216092
135.5092575,1.202879171,392.6762088,1.597221726
130.7818218,1.131338592,360.0644456,1.793346249
142.5468906,3.61221882,395.1780826,1.517508174
134.3558796,3.105790446,359.2657186,1.754592028
136.8294203,1.483808564,377.7637452,1.691488208
130.9681697,2.087749782,394.206523,1.68447909
131.7097051,1.977733959,351.7559154,1.847352654
135.9697046,0.67825561,393.6311971,1.611198155
135.5678129,1.961786269,390.6850915,1.610924412
131.1904541,2.568354453,355.8464606,1.846856835
132.0882131,3.29512152,369.349491,1.764286981
140.0510223,3.710030738,410.5567376,1.506435568
130.0863415,1.063075056,351.0394284,1.895321067
131.4021773,3.714658584,367.2782914,1.757810983
131.1349034,3.253122471,390.030418,1.67201783
132.0086563,0.872017803,365.2119743,1.766411106
130.2943209,0.705053507,361.7359299,1.793662989
141.7620302,1.506903474,403.9894836,1.507467672
131.1046771,1.384297428,389.6711087,1.672024703
132.300569,1.746664753,341.7360703,1.901712654
130.0976,0.86406932,392.2964309,1.685950134
140.9907209,1.547215138,313.4969027,1.929104736
131.1916698,1.590158074,350.6718312,1.893185288
130.1706099,1.218913815,388.7864809,1.673323549
134.4066167,3.01325126,392.1401536,1.613137869
130.7760556,1.524361142,359.4124804,1.846350212
130.830212,1.450890076,357.3706787,1.793064715
130.6622159,1.719317586,392.2492375,1.685706106
130.6189259,0.143919058,393.644598,1.685594288
132.300569,1.974610666,391.2677877,1.683719574
136.3029095,3.040953585,349.057277,1.845078509
130.7632661,0.613975767,390.8263409,1.672148406
130.8246984,3.076250537,357.8095097,1.846901236
130.157134,1.619291726,398.5978527,1.612502268
132.0970148,0.654084468,365.5600875,1.75766405
131.2005132,3.478177804,371.0768778,1.756542037
133.0944226,1.849647724,351.5136152,1.843672712
140.7354797,1.964076726,370.7887403,1.691572187
130.9419267,3.05968638,390.620791,1.685647461
130.1781832,0.892279123,356.2030014,1.893128009
139.3485765,3.319104621,376.3227164,1.690845484
133.5167551,3.427013212,376.3568802,1.728592837
132.2912051,3.144329898,356.6432057,1.844986026
130.333281,2.35855564,364.5922119,1.793108302
135.6222542,3.692380125,390.3027003,1.610902116
130.240221,1.164843092,298.2828079,2.02590356
131.013836,3.490758626,402.9421383,1.578486048
133.3182717,1.376659058,351.3186072,1.845367674
140.1299461,3.007387665,399.1828031,1.534903246
132.4148138,2.558269549,367.495272,1.757120554
142.0450668,1.562019319,377.2245775,1.632040102
132.2372528,0.905961069,393.7242479,1.682340554
140.9790047,1.019639158,405.6890622,1.508184044
133.3529834,1.92499801,394.1484046,1.613702997
132.2954208,1.946967804,361.0264826,1.792417637
130.3424263,1.783319984,362.784797,1.793539837
133.3523212,0.874789297,350.3924039,1.843568167
131.1046771,3.284331159,393.4131873,1.684432558
132.6059852,0.000704213,377.7575981,1.7289499
131.013836,2.035941665,388.7115572,1.672066849
132.8181584,3.338523812,391.1647903,1.682054698
133.199117,2.290232049,370.6522218,1.731531317
131.4822844,1.720163339,377.3401064,1.730329508
130.3937252,1.235255086,357.8791982,1.848562778
132.6906552,3.123902495,362.6432888,1.757839178
132.5411696,2.947328493,390.8795436,1.682488436
132.4383236,1.897787295,390.622754,1.683653971
140.5658541,1.000278584,391.1683834,1.617390202
135.8224279,1.516208373,384.9846506,1.691129901
133.8226174,3.132715853,384.9647719,1.693005669
130.779348,3.153352863,342.3665245,1.90337508
134.3558796,2.670665385,347.140652,1.845872803
134.6482145,3.466336631,338.7055035,1.906270523
131.8131819,1.665289203,362.9363487,1.792551762
130.542146,2.945906492,394.680446,1.685541093
139.3443686,3.714577113,372.542067,1.691876497
134.4228216,1.482564815,368.669664,1.727605765
132.3074402,1.93333298,390.955131,1.683757554
133.5592795,1.065512982,343.5089899,1.900339797
132.5070716,0.874789297,391.3827286,1.683458001
132.9161411,1.923021586,395.3249068,1.619424945
136.2088392,1.783319984,360.1304065,1.773823091
132.3500661,1.817071931,389.5861907,1.671127376
130.829553,1.667448173,359.2346584,1.793354711
131.1283304,3.146148227,329.6924587,1.941713949
132.9202951,3.722052356,391.1387374,1.681922494
136.4665886,3.045560913,355.1412105,1.799433934
132.8514185,3.560126441,371.3859726,1.731595774
130.8033505,3.337173761,394.1674301,1.702773437
131.5781922,0.97401545,394.3832929,1.684184333
130.240458,3.1677046,390.6325391,1.685966242
132.2780883,1.612484281,392.0626627,1.683626029
132.5805179,3.230826286,370.3690386,1.762596869
131.8849199,3.978938853,391.5571271,1.684083573
132.396414,3.125268484,390.6763755,1.683694884
133.8661769,3.749084662,344.6370428,1.900497063
137.8507087,1.935997208,312.7284607,1.961334073
132.7598754,2.779012386,338.8324615,1.90794545
132.3239122,2.954955725,347.6300098,1.89382638
130.8022507,3.198511556,345.1980382,1.900894171
135.8833846,1.61237261,360.904203,1.729190624
130.6979467,3.450382033,340.5772384,1.896575388
134.6482145,1.493376507,397.6769036,1.612531715
132.3680705,3.153352863,393.7143231,1.619187266
134.8027766,1.163764422,385.1097618,1.691700177
133.235381,0.68302543,392.9680559,1.613809443
132.8646229,1.815842784,370.5164611,1.731851067
132.4310928,1.590102926,389.4809022,1.671057232
133.9871585,3.21232519,392.2416423,1.613390898
134.4408223,3.529174245,384.1423295,1.693154264
131.1046771,2.981897295,393.2978447,1.684435879
132.5015282,3.129791674,391.1742784,1.682473334
138.0811549,0.977203795,390.4212693,1.608848016
132.300569,1.304861209,394.8590389,1.683258979
132.4596398,1.911629872,393.9833908,1.683209404
130.0774046,3.384167842,390.2396081,1.673262539
132.206714,3.068029196,395.3937669,1.590577882
131.7604269,1.946207964,367.0195947,1.757313726
136.0985639,1.620716305,367.7345157,1.724267298
136.3198846,3.668844776,394.8724761,1.60984995
130.817183,1.546965824,395.5867577,1.606600431
130.140045,0.865989943,364.2242371,1.793461301
130.3184833,1.280557674,389.9403134,1.673127132
131.7125048,2.075699643,352.7411536,1.846952508
131.9142062,3.148645421,391.7733494,1.684060819
132.4226622,3.215929797,391.8763608,1.683482093
132.8731505,2.550242903,361.2992248,1.758004807
140.7746489,1.09747314,397.2588248,1.647322563
130.8416378,0.988743613,375.6961653,1.731319618
130.9450294,1.808676927,288.299179,2.110758548
130.8726903,1.367319008,375.6252721,1.731314349
132.8618687,1.514587642,392.9271634,1.695206588
130.4568222,0.88336325,340.4284134,1.934001373
130.089329,3.089909127,369.9655531,1.798471606
132.9374174,2.945906492,335.8855781,1.909113691
132.6075112,1.776926383,372.6854717,1.731097675
130.4121404,3.556292339,371.5494019,1.756059061
140.362898,1.018289311,385.1689677,1.634273571
135.3997388,2.625626627,390.4038493,1.611138729
131.101434,3.789768112,346.6580326,1.896647944
130.6710728,1.337317361,393.5540352,1.68556159
136.9595857,1.577304385,403.1310403,1.502191699
132.1086181,1.430515186,365.3413201,1.757751662
133.3610139,0.866567095,394.1779379,1.613697227
132.951828,3.144329898,404.664806,1.583928814
130.2237514,3.110237412,370.0210435,1.758725447
130.9914293,3.682821619,362.5028512,1.801204587
140.6855154,1.131833686,361.9898909,1.694652276
130.769911,3.337561137,373.2947324,1.75583526
131.1450178,0.181642126,344.0192462,1.900827058
138.3466458,1.343806369,371.273263,1.693441639
134.3980962,1.147871253,392.6514974,1.613122211
130.3412095,1.907305714,402.3547952,1.578665601
130.2507538,1.109079405,359.2430601,1.793317291
132.8551759,3.908278627,390.7047903,1.68209322
134.0125689,1.261407334,392.9689859,1.613348384
132.5106318,1.190214496,391.8662544,1.682331065
130.0911941,3.767395786,344.088652,1.90186174
132.6061708,2.043369098,389.3521989,1.670891768
